SKU	Quantity	SellingVenue
Q35358	54	AmazonUS
Q35368	47	AmazonUS
Q35373	87	AmazonUS
Q35384	43	AmazonUS
Q35408	51	AmazonUS
Q35412	129	AmazonUS
Q35431	144	AmazonUS
Q35432	84	AmazonUS
Q35433	97	AmazonUS
Q35443	93	AmazonUS
Q35462	12	AmazonUS
Q35484	31	AmazonUS
Q35498	9	AmazonUS
Q35501	0	AmazonUS
Q35634	70	AmazonUS
Q35713	100	AmazonUS
Q35729	103	AmazonUS
Q35732	87	AmazonUS
Q35736	30	AmazonUS
Q35983	147	AmazonUS
Q36099	14	AmazonUS
Q36368	60	AmazonUS
Q36369	90	AmazonUS
Q36370	75	AmazonUS
Q36373	69	AmazonUS
Q36387	51	AmazonUS
Q36397	90	AmazonUS
Q36402	130	AmazonUS
Q36406	70	AmazonUS
Q36415	27	AmazonUS
Q36432	43	AmazonUS
Q36449	73	AmazonUS
Q36487	98	AmazonUS
Q36498	109	AmazonUS
Q36530	112	AmazonUS
Q36531	39	AmazonUS
Q36565	72	AmazonUS
Q36566	11	AmazonUS
Q36567	9	AmazonUS
Q36576	37	AmazonUS
Q36590	18	AmazonUS
Q36611	14	AmazonUS
Q36612	9	AmazonUS
Q36613	13	AmazonUS
Q36614	7	AmazonUS
Q36615	15	AmazonUS
Q36616	21	AmazonUS
Q36617	17	AmazonUS
Q36618	10	AmazonUS
Q36620	14	AmazonUS
Q36623	7	AmazonUS
Q36626	11	AmazonUS
Q36627	7	AmazonUS
Q36629	13	AmazonUS
Q36632	18	AmazonUS
Q36634	12	AmazonUS
Q36635	10	AmazonUS
Q36636	15	AmazonUS
Q36637	8	AmazonUS
Q36638	15	AmazonUS
Q36639	9	AmazonUS
Q36640	17	AmazonUS
Q36642	10	AmazonUS
Q36643	11	AmazonUS
Q36644	16	AmazonUS
Q36646	12	AmazonUS
Q36652	16	AmazonUS
Q36711	13	AmazonUS
Q36765	104	AmazonUS
Q36766	64	AmazonUS
Q36767	63	AmazonUS
Q36814	17	AmazonUS
Q36847	59	AmazonUS
Q36848	23	AmazonUS
Q36853	103	AmazonUS
Q36862	0	AmazonUS
Q37068	9	AmazonUS
Q37070	2	AmazonUS
Q37071	14	AmazonUS
Q37073	7	AmazonUS
Q37074	10	AmazonUS
Q37076	7	AmazonUS
Q37077	15	AmazonUS
Q37080	0	AmazonUS
Q37082	9	AmazonUS
Q37083	15	AmazonUS
Q37084	8	AmazonUS
Q37085	11	AmazonUS
Q37086	12	AmazonUS
Q37087	13	AmazonUS
Q37088	11	AmazonUS
Q37089	5	AmazonUS
Q37091	7	AmazonUS
Q37092	12	AmazonUS
Q37093	14	AmazonUS
Q37095	10	AmazonUS
Q37097	16	AmazonUS
Q37102	8	AmazonUS
Q37106	18	AmazonUS
Q37107	13	AmazonUS
Q37108	19	AmazonUS
Q37110	10	AmazonUS
Q37111	19	AmazonUS
Q37113	14	AmazonUS
Q37114	10	AmazonUS
Q37115	14	AmazonUS
Q37117	27	AmazonUS
Q37118	14	AmazonUS
Q37122	9	AmazonUS
Q37123	10	AmazonUS
Q37124	7	AmazonUS
Q37140	27	AmazonUS
Q37141	6	AmazonUS
Q37142	11	AmazonUS
Q37143	7	AmazonUS
Q37147	12	AmazonUS
Q37148	13	AmazonUS
Q37150	11	AmazonUS
Q37151	16	AmazonUS
Q37152	8	AmazonUS
Q37153	19	AmazonUS
Q37154	10	AmazonUS
Q37156	18	AmazonUS
Q37182	8	AmazonUS
Q37183	14	AmazonUS
Q37186	12	AmazonUS
Q37187	14	AmazonUS
Q37189	9	AmazonUS
Q37196	12	AmazonUS
Q37200	11	AmazonUS
Q37201	13	AmazonUS
Q37202	8	AmazonUS
Q37203	15	AmazonUS
Q37204	14	AmazonUS
Q37205	9	AmazonUS
Q37206	8	AmazonUS
Q37207	7	AmazonUS
Q37208	108	AmazonUS
Q37221	26	AmazonUS
Q37222	18	AmazonUS
Q37223	10	AmazonUS
Q37224	18	AmazonUS
Q37225	86	AmazonUS
Q37226	32	AmazonUS
Q37227	6	AmazonUS
Q37228	17	AmazonUS
Q37234	25	AmazonUS
Q37235	6	AmazonUS
Q37441	5	AmazonUS
Q37443	15	AmazonUS
Q37444	8	AmazonUS
Q37446	11	AmazonUS
Q37447	16	AmazonUS
Q37459	7	AmazonUS
Q37475	7	AmazonUS
Q37497	16	AmazonUS
Q37506	28	AmazonUS
Q37507	18	AmazonUS
Q37508	66	AmazonUS
Q37509	13	AmazonUS
Q37511	12	AmazonUS
Q37547	20	AmazonUS
Q37548	16	AmazonUS
Q37549	18	AmazonUS
Q37646	20	AmazonUS
Q37649	12	AmazonUS
Q37650	7	AmazonUS
Q37653	9	AmazonUS
Q37654	30	AmazonUS
Q37656	17	AmazonUS
Q37657	18	AmazonUS
Q37658	15	AmazonUS
Q37661	5	AmazonUS
Q37681	7	AmazonUS
Q37682	9	AmazonUS
Q37688	6	AmazonUS
Q37700	7	AmazonUS
Q37701	7	AmazonUS
Q37773	3	AmazonUS
Q37799	2	AmazonUS
Q37800	8	AmazonUS
Q37801	8	AmazonUS
Q37805	10	AmazonUS
Q37808	11	AmazonUS
Q37812	12	AmazonUS
Q37813	8	AmazonUS
Q37814	3	AmazonUS
Q37884	101	AmazonUS
Q37913	195	AmazonUS
Q37919	27	AmazonUS
Q37924	18	AmazonUS
Q37928	71	AmazonUS
Q37932	125	AmazonUS
Q37941	8	AmazonUS
Q37942	20	AmazonUS
Q37943	23	AmazonUS
Q38065	13	AmazonUS
Q38066	9	AmazonUS
Q38067	9	AmazonUS
Q38070	180	AmazonUS
Q38101	94	AmazonUS
Q38285	62	AmazonUS
Q38341	0	AmazonUS
Q38342	0	AmazonUS
Q38402	50	AmazonUS
Q38422	41	AmazonUS
Q38428	21	AmazonUS
Q38433	26	AmazonUS
Q38459	19	AmazonUS
Q38460	20	AmazonUS
Q38461	32	AmazonUS
Q38469	45	AmazonUS
Q38470	42	AmazonUS
Q38618	10	AmazonUS
Q38619	10	AmazonUS
Q38711	18	AmazonUS
Q38788	0	AmazonUS
Q38802	21	AmazonUS
Q38812	0	AmazonUS
Q38823	0	AmazonUS
Q38834	0	AmazonUS
Q38842	14	AmazonUS
Q38874	0	AmazonUS
Q38875	2	AmazonUS
Q38968	10	AmazonUS
Q39013	0	AmazonUS
Q39017	0	AmazonUS
Q39044	0	AmazonUS
Q39067	64	AmazonUS
Q39068	59	AmazonUS
Q39072	17	AmazonUS
Q39079	117	AmazonUS
Q39087	0	AmazonUS
Q39122	10	AmazonUS
Q39125	10	AmazonUS
Q39159	10	AmazonUS
Q39182	13	AmazonUS
Q39183	0	AmazonUS
Q39190	0	AmazonUS
Q39191	0	AmazonUS
Q39197	12	AmazonUS
Q39202	0	AmazonUS
Q39204	0	AmazonUS
Q39205	0	AmazonUS
Q39208	0	AmazonUS
Q39241	6	AmazonUS
Q39242	2	AmazonUS
Q39263	0	AmazonUS
Q39267	0	AmazonUS
Q39269	0	AmazonUS
Q39270	10	AmazonUS
Q39282	0	AmazonUS
Q39288	2	AmazonUS
Q39292	0	AmazonUS
Q39299	13	AmazonUS
Q39307	0	AmazonUS
Q39311	61	AmazonUS
Q39312	0	AmazonUS
Q39339	14	AmazonUS
Q39347	13	AmazonUS
Q39349	0	AmazonUS
Q39362	0	AmazonUS
Q39384	16	AmazonUS
Q39408	0	AmazonUS
Q39411	0	AmazonUS
Q39414	7	AmazonUS
Q39417	0	AmazonUS
Q39428	0	AmazonUS
Q39431	0	AmazonUS
Q39432	0	AmazonUS
Q39433	0	AmazonUS
Q39438	0	AmazonUS
Q39440	1	AmazonUS
Q39441	2	AmazonUS
Q39442	1	AmazonUS
Q39443	8	AmazonUS
Q39444	0	AmazonUS
Q39445	0	AmazonUS
Q39446	0	AmazonUS
Q39447	0	AmazonUS
Q39453	0	AmazonUS
Q39454	0	AmazonUS
Q39455	0	AmazonUS
Q39456	0	AmazonUS
Q39458	6	AmazonUS
Q39459	11	AmazonUS
Q39465	0	AmazonUS
Q39480	0	AmazonUS
Q39481	0	AmazonUS
Q39495	0	AmazonUS
Q39499	0	AmazonUS
Q39500	0	AmazonUS
Q39504	0	AmazonUS
Q39507	0	AmazonUS
Q39513	0	AmazonUS
Q39517	0	AmazonUS
Q39526	5	AmazonUS
Q39535	0	AmazonUS
Q39538	0	AmazonUS
Q39540	0	AmazonUS
Q39547	0	AmazonUS
Q39577	0	AmazonUS
Q39578	0	AmazonUS
Q39595	0	AmazonUS
Q39596	9	AmazonUS
Q39598	0	AmazonUS
Q39648	0	AmazonUS
Q39713	0	AmazonUS
Q39715	5	AmazonUS
Q39721	0	AmazonUS
Q39722	0	AmazonUS
Q39727	0	AmazonUS
Q39741	0	AmazonUS
Q39744	2	AmazonUS
Q39745	19	AmazonUS
Q39746	0	AmazonUS
Q39747	2	AmazonUS
Q39748	0	AmazonUS
Q39749	0	AmazonUS
Q39750	0	AmazonUS
Q39752	0	AmazonUS
Q39754	0	AmazonUS
Q39755	21	AmazonUS
Q39757	1	AmazonUS
Q39758	0	AmazonUS
Q39759	0	AmazonUS
Q39760	0	AmazonUS
Q39761	18	AmazonUS
Q39946	5	AmazonUS
Q39978	2	AmazonUS
Q40077	39	AmazonUS
Q40087	22	AmazonUS
Q40095	295	AmazonUS
Q40108	117	AmazonUS
Q40110	100	AmazonUS
Q40118	98	AmazonUS
Q40120	550	AmazonUS
Q40122	75	AmazonUS
Q40124	100	AmazonUS
Q40129	106	AmazonUS
Q40138	91	AmazonUS
Q40143	64	AmazonUS
Q40162	8	AmazonUS
Q40163	13	AmazonUS
Q40164	14	AmazonUS
Q40165	7	AmazonUS
Q40168	16	AmazonUS
Q40169	17	AmazonUS
Q40170	6	AmazonUS
Q40171	0	AmazonUS
Q40172	14	AmazonUS
Q40193	268	AmazonUS
Q40197	38	AmazonUS
Q40205	129	AmazonUS
Q40207	14	AmazonUS
Q40213	123	AmazonUS
Q40225	61	AmazonUS
Q40285	11	AmazonUS
Q40287	18	AmazonUS
Q40291	17	AmazonUS
Q40292	11	AmazonUS
Q40295	17	AmazonUS
Q40302	20	AmazonUS
Q40303	122	AmazonUS
Q40304	44	AmazonUS
Q40308	29	AmazonUS
Q40309	29	AmazonUS
Q40310	33	AmazonUS
Q40315	0	AmazonUS
Q40316	24	AmazonUS
Q40417	49	AmazonUS
Q40419	0	AmazonUS
Q40505	88	AmazonUS
Q40509	99	AmazonUS
Q40545	41	AmazonUS
Q40555	11	AmazonUS
Q40558	12	AmazonUS
Q40559	19	AmazonUS
Q40561	10	AmazonUS
Q40562	5	AmazonUS
Q40564	9	AmazonUS
Q40566	26	AmazonUS
Q40568	10	AmazonUS
Q40569	11	AmazonUS
Q40571	7	AmazonUS
Q40574	0	AmazonUS
Q40828	50	AmazonUS
Q40853	86	AmazonUS
Q40921	12	AmazonUS
Q41065	181	AmazonUS
Q41067	106	AmazonUS
Q41068	0	AmazonUS
Q41069	0	AmazonUS
Q41132	146	AmazonUS
Q41136	81	AmazonUS
Q41166	6	AmazonUS
Q41190	222	AmazonUS
Q41191	130	AmazonUS
Q41192	52	AmazonUS
Q41227	51	AmazonUS
Q41233	0	AmazonUS
Q41235	87	AmazonUS
Q41238	85	AmazonUS
Q41240	30	AmazonUS
Q41244	110	AmazonUS
Q41261	35	AmazonUS
Q41263	9	AmazonUS
Q41264	22	AmazonUS
Q41265	105	AmazonUS
Q41269	84	AmazonUS
Q41273	109	AmazonUS
Q41282	92	AmazonUS
Q41286	27	AmazonUS
Q41290	46	AmazonUS
Q41294	47	AmazonUS
Q41298	118	AmazonUS
Q41306	61	AmazonUS
Q41311	5	AmazonUS
Q41320	54	AmazonUS
Q41324	139	AmazonUS
Q41369	23	AmazonUS
Q41402	50	AmazonUS
Q41407	15	AmazonUS
Q41409	34	AmazonUS
Q41410	11	AmazonUS
Q41411	19	AmazonUS
Q41414	16	AmazonUS
Q41416	0	AmazonUS
Q41417	20	AmazonUS
Q41418	10	AmazonUS
Q41419	36	AmazonUS
Q41426	0	AmazonUS
Q41434	73	AmazonUS
Q41438	106	AmazonUS
Q41443	42	AmazonUS
Q41447	71	AmazonUS
Q41451	107	AmazonUS
Q41458	0	AmazonUS
Q41461	0	AmazonUS
Q41474	31	AmazonUS
Q41493	0	AmazonUS
Q41501	10	AmazonUS
Q41508	86	AmazonUS
Q41523	12	AmazonUS
Q41539	3	AmazonUS
Q41541	2	AmazonUS
Q41542	15	AmazonUS
Q41543	15	AmazonUS
Q41544	28	AmazonUS
Q41579	71	AmazonUS
Q41588	44	AmazonUS
Q41602	78	AmazonUS
Q41611	46	AmazonUS
Q41619	77	AmazonUS
Q41627	111	AmazonUS
Q41631	84	AmazonUS
Q41635	113	AmazonUS
Q41640	121	AmazonUS
Q41646	24	AmazonUS
Q41652	46	AmazonUS
Q41686	82	AmazonUS
Q41706	106	AmazonUS
Q41707	119	AmazonUS
Q41708	80	AmazonUS
Q41755	0	AmazonUS
Q41771	54	AmazonUS
Q41773	33	AmazonUS
Q41779	100	AmazonUS
Q41790	85	AmazonUS
Q41793	55	AmazonUS
Q41796	51	AmazonUS
Q41799	76	AmazonUS
Q41802	31	AmazonUS
Q41805	72	AmazonUS
Q41808	79	AmazonUS
Q41813	122	AmazonUS
Q41821	67	AmazonUS
Q41861	113	AmazonUS
Q41877	29	AmazonUS
Q41883	46	AmazonUS
Q41886	70	AmazonUS
Q41925	109	AmazonUS
Q41937	58	AmazonUS
Q41941	57	AmazonUS
Q41996	40	AmazonUS
Q41997	50	AmazonUS
Q42122	25	AmazonUS
Q42123	62	AmazonUS
Q42129	0	AmazonUS
Q42554	89	AmazonUS
Q42653	0	AmazonUS
Q42671	61	AmazonUS
Q42690	30	AmazonUS
Q42736	73	AmazonUS
Q42763	15	AmazonUS
Q42764	10	AmazonUS
Q42773	55	AmazonUS
Q42847	143	AmazonUS
Q42857	44	AmazonUS
Q42875	46	AmazonUS
Q42876	87	AmazonUS
Q42899	3	AmazonUS
Q42906	0	AmazonUS
Q43002	19	AmazonUS
Q43024	9	AmazonUS
Q43050	0	AmazonUS
Q43057	62	AmazonUS
Q43106	34	AmazonUS
Q43228	17	AmazonUS
Q43263	36	AmazonUS
Q43367	29	AmazonUS
Q43392	77	AmazonUS
Q43458	5	AmazonUS
Q43492	22	AmazonUS
Q43513	0	AmazonUS
Q43514	22	AmazonUS
Q43548	15	AmazonUS
Q43550	12	AmazonUS
Q43551	15	AmazonUS
Q43552	0	AmazonUS
Q43553	15	AmazonUS
Q43554	7	AmazonUS
Q43555	13	AmazonUS
Q43559	12	AmazonUS
Q43560	17	AmazonUS
Q43561	22	AmazonUS
Q43562	7	AmazonUS
Q43563	19	AmazonUS
Q43564	13	AmazonUS
Q43565	20	AmazonUS
Q43566	9	AmazonUS
Q43567	8	AmazonUS
Q43568	19	AmazonUS
Q43569	11	AmazonUS
Q43570	9	AmazonUS
Q43571	14	AmazonUS
Q43572	9	AmazonUS
Q43575	26	AmazonUS
Q43577	12	AmazonUS
Q43578	11	AmazonUS
Q43579	16	AmazonUS
Q43580	9	AmazonUS
Q43581	12	AmazonUS
Q43582	4	AmazonUS
Q43584	19	AmazonUS
Q43585	0	AmazonUS
Q43586	16	AmazonUS
Q43587	14	AmazonUS
Q43589	8	AmazonUS
Q43590	10	AmazonUS
Q43591	8	AmazonUS
Q43592	0	AmazonUS
Q43593	8	AmazonUS
Q43594	20	AmazonUS
Q43595	10	AmazonUS
Q43596	12	AmazonUS
Q43597	0	AmazonUS
Q43598	8	AmazonUS
Q43599	7	AmazonUS
Q43600	22	AmazonUS
Q43601	13	AmazonUS
Q43602	16	AmazonUS
Q43603	20	AmazonUS
Q43605	6	AmazonUS
Q43607	23	AmazonUS
Q43608	12	AmazonUS
Q43609	17	AmazonUS
Q43610	0	AmazonUS
Q43615	19	AmazonUS
Q43629	2	AmazonUS
Q43630	0	AmazonUS
Q43631	2	AmazonUS
Q43632	0	AmazonUS
Q43633	38	AmazonUS
Q43636	12	AmazonUS
Q43638	34	AmazonUS
Q43640	32	AmazonUS
Q43642	28	AmazonUS
Q43643	12	AmazonUS
Q43644	30	AmazonUS
Q43645	36	AmazonUS
Q43646	17	AmazonUS
Q43647	15	AmazonUS
Q43651	33	AmazonUS
Q43656	20	AmazonUS
Q43657	11	AmazonUS
Q43660	57	AmazonUS
Q43675	13	AmazonUS
Q43677	7	AmazonUS
Q43678	10	AmazonUS
Q43679	18	AmazonUS
Q43680	24	AmazonUS
Q43681	22	AmazonUS
Q43685	19	AmazonUS
Q43686	17	AmazonUS
Q43687	3	AmazonUS
Q43689	13	AmazonUS
Q43691	15	AmazonUS
Q43692	22	AmazonUS
Q43693	15	AmazonUS
Q43695	13	AmazonUS
Q43696	14	AmazonUS
Q43697	17	AmazonUS
Q43698	9	AmazonUS
Q43701	11	AmazonUS
Q43702	8	AmazonUS
Q43703	24	AmazonUS
Q43704	7	AmazonUS
Q43705	21	AmazonUS
Q43706	12	AmazonUS
Q43707	2	AmazonUS
Q43708	22	AmazonUS
Q43712	27	AmazonUS
Q43713	4	AmazonUS
Q43714	15	AmazonUS
Q43721	58	AmazonUS
Q43727	7	AmazonUS
Q43729	11	AmazonUS
Q43730	7	AmazonUS
Q43732	12	AmazonUS
Q43735	4	AmazonUS
Q43737	161	AmazonUS
Q43739	37	AmazonUS
Q43740	108	AmazonUS
Q43741	39	AmazonUS
Q43742	69	AmazonUS
Q43743	23	AmazonUS
Q43744	107	AmazonUS
Q43748	66	AmazonUS
Q43749	70	AmazonUS
Q43750	91	AmazonUS
Q43751	15	AmazonUS
Q43752	45	AmazonUS
Q43753	33	AmazonUS
Q43754	112	AmazonUS
Q43755	26	AmazonUS
Q43756	45	AmazonUS
Q43757	27	AmazonUS
Q43760	87	AmazonUS
Q43761	94	AmazonUS
Q43762	72	AmazonUS
Q43763	33	AmazonUS
Q43766	303	AmazonUS
Q43768	52	AmazonUS
Q43769	44	AmazonUS
Q43770	40	AmazonUS
Q43771	41	AmazonUS
Q43772	39	AmazonUS
Q43773	34	AmazonUS
Q43775	31	AmazonUS
Q43776	34	AmazonUS
Q43777	47	AmazonUS
Q43778	50	AmazonUS
Q43780	33	AmazonUS
Q43781	24	AmazonUS
Q43782	31	AmazonUS
Q43783	79	AmazonUS
Q43784	51	AmazonUS
Q43785	58	AmazonUS
Q43786	56	AmazonUS
Q43787	17	AmazonUS
Q43788	86	AmazonUS
Q43789	147	AmazonUS
Q43790	247	AmazonUS
Q43791	131	AmazonUS
Q43792	163	AmazonUS
Q43793	97	AmazonUS
Q43794	74	AmazonUS
Q43799	37	AmazonUS
Q43802	178	AmazonUS
Q43803	22	AmazonUS
Q43804	99	AmazonUS
Q43805	20	AmazonUS
Q43806	52	AmazonUS
Q43808	12	AmazonUS
Q43809	17	AmazonUS
Q43858	16	AmazonUS
Q43859	5	AmazonUS
Q43860	16	AmazonUS
Q43861	15	AmazonUS
Q43862	19	AmazonUS
Q43863	17	AmazonUS
Q43867	10	AmazonUS
Q43868	16	AmazonUS
Q43869	11	AmazonUS
Q43870	3	AmazonUS
Q43871	18	AmazonUS
Q43872	9	AmazonUS
Q43873	20	AmazonUS
Q43874	2	AmazonUS
Q43875	36	AmazonUS
Q43876	8	AmazonUS
Q43877	16	AmazonUS
Q43878	14	AmazonUS
Q43879	17	AmazonUS
Q43880	11	AmazonUS
Q43883	12	AmazonUS
Q43887	10	AmazonUS
Q43888	9	AmazonUS
Q43889	13	AmazonUS
Q43891	6	AmazonUS
Q43893	10	AmazonUS
Q43895	14	AmazonUS
Q43896	18	AmazonUS
Q43897	22	AmazonUS
Q43898	16	AmazonUS
Q43899	26	AmazonUS
Q43900	20	AmazonUS
Q43901	6	AmazonUS
Q43902	10	AmazonUS
Q43904	29	AmazonUS
Q43905	11	AmazonUS
Q43906	13	AmazonUS
Q43907	6	AmazonUS
Q43908	13	AmazonUS
Q43909	13	AmazonUS
Q43910	13	AmazonUS
Q43911	11	AmazonUS
Q43913	8	AmazonUS
Q43914	9	AmazonUS
Q43915	178	AmazonUS
Q43916	5	AmazonUS
Q43917	14	AmazonUS
Q43918	0	AmazonUS
Q43934	0	AmazonUS
Q43937	43	AmazonUS
Q43939	25	AmazonUS
Q43940	11	AmazonUS
Q43941	32	AmazonUS
Q43942	33	AmazonUS
Q43943	19	AmazonUS
Q43944	16	AmazonUS
Q43945	32	AmazonUS
Q43946	24	AmazonUS
Q43948	1	AmazonUS
Q43950	29	AmazonUS
Q43954	12	AmazonUS
Q43955	40	AmazonUS
Q43956	1538	AmazonUS
Q43957	20	AmazonUS
Q43958	70	AmazonUS
Q43959	19	AmazonUS
Q43960	20	AmazonUS
Q43961	183	AmazonUS
Q43962	43	AmazonUS
Q43963	16	AmazonUS
Q43971	0	AmazonUS
Q43974	0	AmazonUS
Q43976	0	AmazonUS
Q43979	0	AmazonUS
Q43981	0	AmazonUS
Q43982	0	AmazonUS
Q43983	0	AmazonUS
Q43984	0	AmazonUS
Q43985	0	AmazonUS
Q43986	0	AmazonUS
Q43989	0	AmazonUS
Q43990	0	AmazonUS
Q43991	0	AmazonUS
Q43994	0	AmazonUS
Q43995	0	AmazonUS
Q43999	0	AmazonUS
Q44000	0	AmazonUS
Q44001	0	AmazonUS
Q44005	0	AmazonUS
Q44006	0	AmazonUS
Q44007	0	AmazonUS
Q44008	0	AmazonUS
Q44009	0	AmazonUS
Q44010	0	AmazonUS
Q44012	0	AmazonUS
Q44014	0	AmazonUS
Q44015	0	AmazonUS
Q44016	0	AmazonUS
Q44017	0	AmazonUS
Q44024	0	AmazonUS
Q44025	0	AmazonUS
Q44026	0	AmazonUS
Q44032	31	AmazonUS
Q44036	10	AmazonUS
Q44038	3	AmazonUS
Q44039	10	AmazonUS
Q44040	13	AmazonUS
Q44042	9	AmazonUS
Q44043	12	AmazonUS
Q44045	5	AmazonUS
Q44046	13	AmazonUS
Q44047	27	AmazonUS
Q44048	6	AmazonUS
Q44049	10	AmazonUS
Q44050	13	AmazonUS
Q44093	88	AmazonUS
Q44094	71	AmazonUS
Q44353	6	AmazonUS
Q44445	24	AmazonUS
Q44481	20	AmazonUS
Q44487	21	AmazonUS
Q44711	112	AmazonUS
Q45093	140	AmazonUS
Q45195	22	AmazonUS
Q45505	0	AmazonUS
Q45506	0	AmazonUS
Q45507	0	AmazonUS
Q45508	0	AmazonUS
Q45509	0	AmazonUS
Q45510	0	AmazonUS
Q45511	0	AmazonUS
Q45512	0	AmazonUS
Q45513	0	AmazonUS
Q45514	0	AmazonUS
Q45515	0	AmazonUS
Q45516	0	AmazonUS
Q45517	0	AmazonUS
Q45518	0	AmazonUS
Q45519	0	AmazonUS
Q45520	0	AmazonUS
Q46187	16	AmazonUS
Q47512	327	AmazonUS
Q47671	75	AmazonUS
Q47737	351	AmazonUS
Q47741	152	AmazonUS
Q47745	33	AmazonUS
Q47746	561	AmazonUS
Q47747	426	AmazonUS
Q47748	56	AmazonUS
Q47879	126	AmazonUS
Q47918	16	AmazonUS
Q47919	0	AmazonUS
Q48483	0	AmazonUS
Q48879	14	AmazonUS
Q48881	4	AmazonUS
Q48954	16	AmazonUS
Q48955	93	AmazonUS
Q48956	8	AmazonUS
Q48957	37	AmazonUS
Q48958	12	AmazonUS
Q48959	8	AmazonUS
Q48960	2	AmazonUS
Q48963	0	AmazonUS
Q49169	83	AmazonUS
Q49868	69	AmazonUS
Q49904	35	AmazonUS
Q49907	118	AmazonUS
Q49927	68	AmazonUS
Q49956	11	AmazonUS
Q49957	13	AmazonUS
Q50253	75	AmazonUS
Q50294	43	AmazonUS
Q50319	14	AmazonUS
Q50322	63	AmazonUS
Q50323	12	AmazonUS
Q50324	16	AmazonUS
Q50326	11	AmazonUS
Q50404	37	AmazonUS
Q50542	28	AmazonUS
Q50544	111	AmazonUS
Q50802	17	AmazonUS
Q50803	11	AmazonUS
Q50948	140	AmazonUS
Q50973	117	AmazonUS
Q50982	103	AmazonUS
Q51001	85	AmazonUS
Q51003	152	AmazonUS
Q51004	182	AmazonUS
Q51005	128	AmazonUS
Q51007	17	AmazonUS
Q51167	102	AmazonUS
Q51680	8	AmazonUS
Q51747	0	AmazonUS
Q51749	0	AmazonUS
Q51752	0	AmazonUS
Q51761	0	AmazonUS
Q51763	0	AmazonUS
Q53092	0	AmazonUS
Q53340	3	AmazonUS
Q53387	77	AmazonUS
Q53389	85	AmazonUS
Q53391	73	AmazonUS
Q53403	105	AmazonUS
Q54083	74	AmazonUS
Q54145	149	AmazonUS
Q54579	0	AmazonUS
Q54866	5	AmazonUS
Q54867	5	AmazonUS
Q54868	4	AmazonUS
Q55085	138	AmazonUS
Q55269	109	AmazonUS
Q55474	7	AmazonUS
Q55477	23	AmazonUS
Q55478	18	AmazonUS
Q56213	111	AmazonUS
Q60044	10	AmazonUS
Q60047	31	AmazonUS
Q60053	100	AmazonUS
Q60066	65	AmazonUS
Q60074	12	AmazonUS
Q60165	104	AmazonUS
Q60166	119	AmazonUS
Q60169	62	AmazonUS
Q60176	47	AmazonUS
Q60193	50	AmazonUS
Q60299	15	AmazonUS
Q60573	29	AmazonUS
Q60697	36	AmazonUS
Q60699	114	AmazonUS
Q60751	0	AmazonUS
Q60760	154	AmazonUS
Q60790	90	AmazonUS
Q60795	85	AmazonUS
Q60917	0	AmazonUS
Q60933	9	AmazonUS
Q60939	0	AmazonUS
Q60995	109	AmazonUS
Q61152	0	AmazonUS
Q61605	0	AmazonUS
Q61607	56	AmazonUS
Q61625	0	AmazonUS
Q61639	90	AmazonUS
Q61723	89	AmazonUS
Q61727	122	AmazonUS
Q61859	32	AmazonUS
Q61881	87	AmazonUS
Q61883	0	AmazonUS
Q61892	0	AmazonUS
Q61894	0	AmazonUS
Q61896	0	AmazonUS
Q62574	0	AmazonUS
Q62580	0	AmazonUS
Q62597	19	AmazonUS
Q62598	9	AmazonUS
Q62599	8	AmazonUS
Q62600	10	AmazonUS
Q62862	18	AmazonUS
Q62863	20	AmazonUS
Q62864	0	AmazonUS
Q62865	5	AmazonUS
Q62866	10	AmazonUS
Q63006	115	AmazonUS
Q63207	12	AmazonUS
Q63679	15	AmazonUS
Q63680	13	AmazonUS
Q63681	12	AmazonUS
Q63682	11	AmazonUS
Q63683	9	AmazonUS
Q63684	4	AmazonUS
Q63685	8	AmazonUS
Q63686	16	AmazonUS
Q63687	17	AmazonUS
Q63688	9	AmazonUS
Q63689	18	AmazonUS
Q63690	5	AmazonUS
Q63691	7	AmazonUS
Q63692	21	AmazonUS
Q63693	7	AmazonUS
Q63694	22	AmazonUS
Q63695	21	AmazonUS
Q63696	14	AmazonUS
Q63697	18	AmazonUS
Q63756	39	AmazonUS
Q63757	12	AmazonUS
Q63758	18	AmazonUS
Q63759	22	AmazonUS
Q63760	4	AmazonUS
Q64012	6	AmazonUS
Q64013	10	AmazonUS
Q64151	10	AmazonUS
Q65052	38	AmazonUS
Q65091	63	AmazonUS
Q65096	409	AmazonUS
Q65118	55	AmazonUS
Q65149	85	AmazonUS
Q65192	108	AmazonUS
Q65205	251	AmazonUS
Q65213	10	AmazonUS
Q65214	12	AmazonUS
Q65215	12	AmazonUS
Q65216	9	AmazonUS
Q65217	6	AmazonUS
Q65221	5	AmazonUS
Q65222	5	AmazonUS
Q65223	11	AmazonUS
Q65224	9	AmazonUS
Q65225	7	AmazonUS
Q65226	14	AmazonUS
Q65227	8	AmazonUS
Q65228	8	AmazonUS
Q65229	14	AmazonUS
Q65230	9	AmazonUS
Q65242	10	AmazonUS
Q65243	6	AmazonUS
Q65245	5	AmazonUS
Q65246	12	AmazonUS
Q65247	7	AmazonUS
Q65248	12	AmazonUS
Q65249	10	AmazonUS
Q65264	5	AmazonUS
Q65271	11	AmazonUS
Q65273	8	AmazonUS
